effective_to_date,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
2011-01-18,80,30,96,0,2
2011-02-11,67,15,75,3,1
2011-01-08,92,6,23,3,2
2011-01-16,69,5,26,0,2
2011-01-17,63,8,80,1,1
2011-02-08,119,7,16,0,7
2011-02-23,68,13,11,0,1
2011-02-10,80,31,67,0,1
2011-01-20,89,32,59,0,2
2011-01-09,80,15,88,0,3
2011-02-25,103,8,50,0,1
2011-02-08,68,20,42,0,2
2011-01-31,77,23,11,0,3
2011-01-31,72,9,71,0,3
2011-02-16,125,2,84,0,1
2011-02-25,61,29,38,0,7
2011-02-25,103,11,79,1,2
2011-01-18,96,28,62,0,4
2011-02-16,102,34,37,0,3
2011-02-03,66,31,76,0,2
2011-01-26,114,0,17,0,8
2011-01-01,71,17,15,0,2
2011-01-02,61,14,33,0,9
2011-01-13,115,21,46,0,2
2011-02-15,70,11,51,0,1
2011-02-24,68,9,1,0,6
2011-02-12,122,8,32,0,6
2011-01-03,66,17,90,0,1
2011-02-14,64,27,43,0,3
2011-01-01,71,17,15,0,2
2011-02-15,119,29,54,2,1
2011-01-11,71,3,32,0,1
2011-02-21,91,16,44,4,3
2011-01-08,127,11,86,0,3
2011-01-14,74,4,54,0,2
2011-02-26,63,13,26,0,2
2011-02-07,81,23,71,0,2
2011-02-06,179,33,3,0,1
2011-01-02,112,12,93,0,3
2011-01-16,70,28,26,0,2
2011-01-01,68,10,1,0,2
2011-02-27,71,4,41,0,1
2011-01-27,95,13,20,0,5
2011-01-04,94,1,39,0,1
2011-01-23,61,11,50,0,1
2011-01-15,129,4,45,0,2
2011-01-05,114,7,66,0,6
2011-01-26,153,25,5,0,1
2011-01-17,67,15,72,0,2
2011-02-06,103,34,74,0,1
2011-01-16,66,7,55,0,5
2011-01-12,73,22,1,0,2
2011-02-22,188,28,46,0,2
2011-01-31,80,25,80,0,2
2011-01-05,73,28,85,0,2
2011-01-29,87,15,74,0,1
2011-01-12,68,0,31,0,9
2011-02-05,61,1,61,0,1
2011-01-02,108,3,44,0,3
2011-02-13,83,6,27,0,9
2011-01-23,108,22,92,0,2
2011-02-23,62,32,13,0,2
2011-01-26,66,16,77,0,2
2011-02-07,93,19,45,0,3
2011-01-16,83,3,72,3,1
2011-02-03,71,0,79,0,1
2011-02-01,93,30,10,1,2
2011-01-29,81,6,49,0,2
2011-01-11,74,26,44,0,1
2011-02-19,90,18,84,0,2
2011-01-21,71,31,30,0,5
2011-01-22,107,14,90,0,3
2011-01-24,61,7,57,0,3
2011-02-17,138,20,11,0,1
2011-02-24,126,6,54,0,1
2011-01-07,71,9,6,0,3
2011-01-19,67,19,82,1,3
2011-01-08,69,20,50,0,2
2011-01-17,103,3,79,1,1
2011-02-04,90,28,61,0,2
2011-01-16,137,13,3,0,2
2011-01-15,65,9,1,0,1
2011-02-19,115,10,55,0,2
2011-01-02,67,3,17,0,2
2011-02-06,69,21,37,1,2
2011-01-07,61,22,94,0,2
2011-02-08,109,31,59,0,7
2011-01-27,96,17,10,0,7
2011-01-27,64,12,58,0,2
2011-01-02,86,5,61,3,2
2011-02-12,105,0,47,0,2
2011-02-17,106,25,76,5,2
2011-02-20,139,18,21,0,1
2011-01-10,67,35,13,1,2
2011-02-20,70,12,12,0,2
2011-01-08,103,17,27,0,8
2011-01-18,70,16,47,0,3
2011-02-08,80,29,70,0,1
2011-02-26,68,16,99,0,3
2011-01-04,73,22,41,3,2
2011-01-06,65,7,68,0,6
2011-02-05,66,26,33,0,2
2011-02-20,80,28,38,0,3
2011-02-21,98,13,63,0,2
2011-02-10,61,11,63,0,1
2011-02-19,115,10,55,0,2
2011-02-12,65,23,27,0,1
2011-01-11,85,6,76,0,1
2011-01-19,102,5,57,0,1
2011-01-31,83,5,56,0,1
2011-01-23,133,26,18,0,1
2011-02-13,115,7,56,1,4
2011-02-11,106,11,17,0,1
2011-01-25,61,0,31,0,6
2011-02-24,122,18,10,0,2
2011-01-06,103,3,28,0,1
2011-01-27,114,25,47,0,2
2011-02-18,94,11,17,0,4
2011-01-11,77,32,0,0,1
2011-01-07,199,7,93,0,2
2011-01-07,62,2,64,0,2
2011-02-20,83,23,2,0,4
2011-02-15,70,12,94,0,2
2011-02-03,68,2,70,0,2
2011-01-10,119,13,13,0,1
2011-01-08,133,13,83,0,2
2011-02-14,68,8,30,1,8
2011-02-16,107,9,18,0,1
2011-02-10,71,17,25,0,7
2011-02-26,93,4,63,0,1
2011-01-05,97,0,40,0,1
2011-01-14,77,6,46,0,1
2011-01-17,68,29,91,0,6
2011-02-15,68,34,37,0,6
2011-01-17,99,28,50,1,5
2011-01-27,61,0,31,0,2
2011-01-14,89,19,19,0,9
2011-01-14,112,6,0,0,1
2011-02-05,118,7,91,0,4
2011-01-13,68,31,30,1,3
2011-01-20,71,12,63,5,1
2011-01-23,81,21,37,0,4
2011-02-03,70,15,52,0,2
2011-01-08,109,28,92,1,3
2011-02-19,80,1,81,2,2
2011-02-23,228,17,50,0,9
2011-02-27,71,29,21,0,1
2011-02-10,97,27,17,0,1
2011-02-22,66,16,35,4,1
2011-02-13,181,22,79,0,8
2011-01-17,62,20,88,0,6
2011-01-14,136,11,97,0,1
2011-01-03,73,25,5,0,1
2011-02-14,83,13,62,0,9
2011-02-17,196,7,62,0,2
2011-01-15,68,6,87,0,1
2011-01-27,107,21,65,0,1
2011-01-22,113,32,66,0,2
2011-02-28,111,2,37,0,9
2011-02-06,79,22,50,0,1
2011-01-13,83,24,60,0,1
2011-02-08,109,31,74,0,3
2011-02-28,111,4,85,3,1
2011-01-27,129,13,4,0,7
2011-02-25,104,35,79,0,3
2011-02-17,66,6,4,0,7
2011-01-03,69,2,70,1,1
2011-02-06,93,18,67,0,2
2011-02-02,86,2,22,1,2
2011-01-12,73,4,47,0,2
2011-01-11,107,3,65,0,3
2011-02-03,74,9,2,0,3
2011-02-12,118,31,83,0,1
2011-01-07,74,5,39,0,8
2011-01-22,69,15,4,0,1
2011-01-10,65,15,26,0,3
2011-02-22,123,35,54,0,2
2011-02-20,100,16,36,0,2
2011-01-29,74,35,28,0,1
2011-01-28,62,6,88,0,1
2011-02-06,72,12,61,0,6
2011-01-28,94,6,61,0,1
2011-02-05,79,28,94,0,1
2011-02-16,146,4,10,0,2
2011-01-31,108,26,94,0,4
2011-02-06,72,12,61,0,6
2011-01-13,79,6,70,0,4
2011-02-08,97,9,91,0,4
2011-01-08,63,30,34,0,2
2011-02-20,105,18,38,1,3
2011-01-22,134,14,15,0,6
2011-02-13,62,30,29,1,1
2011-01-29,65,16,93,0,1
2011-01-31,105,3,22,0,1
2011-02-13,71,6,52,0,8
2011-01-12,68,9,3,0,2
2011-02-13,114,21,41,0,4
2011-02-15,91,23,51,0,3
2011-02-21,73,17,44,0,7
2011-02-12,69,7,10,0,1
2011-01-27,128,6,75,0,3
2011-01-21,67,8,70,1,1
2011-02-20,64,17,6,0,1
2011-02-01,97,1,66,0,2
2011-02-09,74,27,52,0,1
2011-02-08,74,33,58,0,3
2011-02-26,190,6,34,2,2
2011-02-24,119,34,41,0,5
2011-02-21,102,13,89,0,2
2011-02-17,110,15,44,0,2
2011-01-18,177,11,90,0,1
2011-02-22,87,16,83,0,8
2011-01-17,66,25,11,4,5
2011-01-06,66,7,64,0,1
2011-02-22,66,19,2,0,2
2011-01-25,117,23,37,1,1
2011-02-14,118,11,21,0,1
2011-01-31,121,5,87,0,1
2011-01-10,71,26,69,0,4
2011-01-02,65,25,53,0,2
2011-01-15,111,33,76,0,1
2011-02-12,189,6,86,0,1
2011-02-23,69,13,65,1,5
2011-02-16,103,35,76,0,1
2011-02-02,72,24,48,0,1
2011-02-22,117,0,6,0,4
2011-01-05,64,21,28,0,3
2011-01-03,73,30,2,1,2
2011-02-22,84,0,30,1,2
2011-01-14,110,20,10,0,2
2011-02-21,109,23,71,1,1
2011-01-31,72,9,71,0,3
2011-02-20,63,10,65,0,4
2011-02-05,102,3,46,0,3
2011-01-17,86,18,41,0,1
2011-02-22,72,33,40,0,2
2011-01-15,61,16,55,0,1
2011-01-21,70,2,65,0,3
2011-02-06,68,6,25,0,2
2011-01-12,72,3,40,0,3
2011-01-02,65,8,23,0,1
2011-01-29,84,10,36,0,6
2011-02-19,70,32,12,0,3
2011-02-10,63,31,13,0,1
2011-02-01,195,1,63,1,1
2011-02-02,109,20,56,0,1
2011-01-17,117,4,31,0,7
2011-02-03,71,22,45,0,1
2011-01-10,66,6,71,2,1
2011-01-03,68,16,81,0,6
2011-01-20,105,18,50,0,1
2011-02-27,68,1,56,1,2
2011-01-26,131,0,80,0,1
2011-01-17,85,34,31,0,3
2011-02-02,64,19,27,1,3
2011-01-12,76,17,72,0,8
2011-02-16,122,33,86,0,3
2011-02-02,65,7,92,0,4
2011-01-17,242,5,50,0,2
2011-02-28,70,8,82,0,1
2011-01-27,102,28,34,4,2
2011-02-19,81,18,2,2,1
2011-02-21,115,20,74,0,2
2011-01-22,69,31,48,0,2
2011-01-14,90,14,16,3,2
2011-01-23,61,17,14,1,1
2011-01-06,113,30,22,0,3
2011-02-09,85,27,29,0,1
2011-01-04,68,16,74,0,2
2011-01-28,104,26,66,0,2
2011-01-05,80,7,77,0,2
2011-02-07,107,15,26,0,2
2011-02-14,83,13,62,0,9
2011-01-29,73,34,2,0,4
2011-01-10,70,19,66,1,2
2011-01-15,69,21,53,0,2
2011-01-12,66,18,95,2,1
2011-01-16,182,27,32,0,2
2011-01-11,116,11,42,0,5
2011-02-24,106,12,76,0,1
2011-01-09,82,26,19,3,8
2011-01-28,128,28,34,0,6
2011-01-13,110,17,58,2,3
2011-01-04,98,1,50,1,1
2011-02-26,109,18,25,0,3
2011-01-22,68,0,55,0,1
2011-01-02,65,8,47,0,1
2011-02-09,124,33,55,0,1
2011-01-02,112,12,93,0,3
2011-01-07,87,2,55,0,1
2011-01-21,63,11,2,0,1
2011-01-03,91,26,88,0,2
2011-01-16,101,2,86,0,2
2011-01-04,73,27,95,1,6
2011-01-19,129,26,66,3,6
2011-02-17,83,8,88,0,7
2011-02-08,98,3,98,0,1
2011-01-31,111,0,6,0,2
2011-01-05,126,1,13,0,2
2011-02-10,95,26,57,1,1
2011-01-21,76,2,73,3,2
2011-01-24,89,16,50,0,2
2011-01-06,95,3,54,0,1
2011-01-18,135,18,48,0,4
2011-01-29,83,19,28,0,1
2011-02-11,74,13,68,0,1
2011-02-09,69,3,92,0,1
2011-01-01,64,1,63,0,2
2011-01-17,114,20,62,0,2
2011-01-21,63,5,48,1,1
2011-01-15,94,21,81,0,2
2011-02-09,113,19,64,0,2
2011-01-08,79,1,42,0,5
2011-02-14,181,28,51,0,3
2011-01-30,64,17,84,0,3
2011-02-12,103,6,94,0,5
2011-01-10,82,23,4,0,1
2011-02-27,139,5,56,0,2
2011-02-12,76,11,14,4,3
2011-02-07,160,32,45,0,2
2011-02-16,82,6,95,0,3
2011-01-02,74,8,23,0,2
2011-01-03,122,2,73,0,5
2011-02-22,86,18,88,0,3
2011-02-22,112,27,24,0,2
2011-01-25,138,32,70,3,8
2011-02-24,116,16,36,2,5
2011-01-23,253,4,75,0,2
2011-01-31,64,18,44,2,3
2011-02-13,65,35,62,3,1
2011-02-19,125,13,12,0,9
2011-02-15,116,7,73,1,7
2011-02-19,112,3,21,3,3
2011-02-11,97,3,75,0,2
2011-02-24,96,31,34,0,1
2011-02-28,88,18,8,2,1
2011-01-28,81,24,24,1,2
2011-01-28,70,29,98,4,2
2011-01-30,63,3,78,0,3
2011-02-28,73,6,89,3,1
2011-01-18,100,1,36,0,8
2011-02-27,105,14,34,0,3
2011-02-12,67,25,56,0,5
2011-02-04,99,34,24,0,1
2011-01-24,90,2,46,1,3
2011-02-14,92,20,45,1,9
2011-01-18,64,18,37,5,8
2011-02-07,104,25,49,0,8
2011-02-18,72,26,47,0,1
2011-02-21,126,31,12,0,1
2011-02-16,64,17,88,0,3
2011-02-21,64,12,56,3,1
2011-02-13,139,4,57,0,3
2011-02-26,83,17,66,0,1
2011-02-13,117,11,94,0,2
2011-02-19,71,0,64,0,3
2011-01-23,88,29,81,0,1
2011-01-26,70,30,46,0,5
2011-02-01,62,32,45,0,2
2011-02-26,94,14,38,1,1
2011-02-27,74,17,91,0,1
2011-02-07,96,13,68,0,9
2011-01-05,112,17,8,0,2
2011-01-21,68,28,80,0,1
2011-02-02,69,15,16,0,1
2011-01-03,116,30,22,0,3
2011-02-20,195,6,47,0,2
2011-02-09,66,9,5,4,7
2011-02-23,71,28,49,2,3
2011-02-08,117,30,21,0,5
2011-02-05,96,6,96,0,1
2011-02-21,116,27,47,0,1
2011-02-18,133,35,90,0,1
2011-02-08,116,9,79,0,7
2011-01-10,197,17,68,0,1
2011-01-12,67,26,49,1,1
2011-02-22,65,32,19,0,7
2011-01-24,107,6,63,0,8
2011-01-25,68,13,65,0,1
2011-02-28,62,1,69,0,3
2011-01-29,101,18,55,0,3
2011-02-11,86,5,34,0,2
2011-02-13,74,25,60,0,9
2011-01-17,90,16,14,0,1
2011-01-11,137,27,76,2,1
2011-02-07,77,3,53,0,2
2011-02-13,67,7,15,0,2
2011-02-14,61,14,4,0,3
2011-02-09,74,33,17,1,1
2011-02-21,139,4,2,1,4
2011-02-05,61,6,77,1,6
2011-01-25,133,12,62,3,1
2011-01-28,193,22,82,0,2
2011-02-05,61,32,27,0,1
2011-01-08,74,33,24,0,2
2011-02-10,70,10,74,0,2
2011-02-10,138,23,93,0,3
2011-01-22,86,8,73,0,8
2011-01-19,100,4,22,1,2
2011-01-08,63,27,42,1,2
2011-01-16,133,14,89,0,7
2011-01-07,72,3,3,0,3
2011-01-29,91,22,10,1,2
2011-01-03,62,11,52,2,1
2011-02-07,71,14,29,0,3
2011-01-27,63,1,9,0,1
2011-01-25,136,22,17,0,1
2011-01-25,130,17,93,0,2
2011-01-21,72,30,36,0,1
2011-02-26,68,29,34,0,3
2011-02-14,65,15,58,0,1
2011-02-16,65,11,96,0,5
2011-02-12,61,4,22,0,9
2011-02-09,106,13,21,0,1
2011-02-24,67,0,13,0,9
2011-02-23,119,11,9,0,2
2011-01-13,61,10,19,0,1
2011-01-10,108,32,95,0,1
2011-02-18,197,3,85,0,9
2011-02-12,62,5,19,0,1
2011-01-24,94,10,75,0,2
2011-02-27,72,1,24,0,1
2011-01-26,71,13,3,0,2
2011-01-06,97,10,95,0,3
2011-01-26,199,31,95,0,6
2011-01-12,76,17,72,0,8
2011-02-04,88,14,14,0,1
2011-01-30,72,1,76,0,3
2011-01-17,130,1,6,0,1
2011-01-24,66,15,49,1,1
2011-01-05,115,4,61,0,2
2011-01-08,74,20,24,0,1
2011-01-16,284,2,70,0,1
2011-02-12,68,25,13,0,2
2011-02-13,199,5,61,0,1
2011-01-30,69,6,35,0,4
2011-01-07,98,7,24,0,9
2011-01-18,104,20,14,0,1
2011-02-11,65,20,53,0,9
2011-01-10,66,22,20,0,2
2011-01-26,87,14,67,0,3
2011-01-20,71,15,31,0,8
2011-02-09,100,9,78,2,3
2011-01-05,126,4,62,0,1
2011-01-18,70,5,20,0,1
2011-01-08,109,25,61,2,1
2011-02-04,138,28,40,0,1
2011-01-11,127,24,58,0,1
2011-01-29,61,5,99,0,1
2011-02-05,116,23,33,0,4
2011-01-23,78,0,62,1,8
2011-02-26,71,1,98,0,6
2011-02-27,74,31,22,3,7
2011-01-13,101,25,5,0,1
2011-01-08,102,4,73,0,1
2011-01-27,71,16,38,0,2
2011-02-02,61,4,81,0,1
2011-01-30,165,27,55,0,1
2011-02-02,67,22,38,0,4
2011-02-09,65,18,64,3,2
2011-02-06,94,17,9,0,3
2011-02-24,138,15,91,0,1
2011-01-17,100,30,83,0,1
2011-02-03,98,1,6,0,6
2011-02-04,71,33,48,3,7
2011-02-19,132,3,5,0,3
2011-02-26,73,25,57,0,2
2011-02-27,131,18,41,0,3
2011-01-19,114,5,8,5,2
2011-01-01,99,13,55,0,4
2011-02-21,86,3,86,0,7
2011-01-02,67,10,48,4,1
2011-01-14,256,30,32,0,1
2011-02-10,125,5,57,0,1
2011-01-10,124,28,49,0,1
2011-02-19,88,5,85,0,1
2011-02-18,103,22,10,0,1
2011-02-07,66,29,45,0,1
2011-01-17,62,22,37,0,9
2011-01-15,74,19,11,1,3
2011-02-23,86,21,35,0,3
2011-01-11,137,17,5,0,1
2011-01-02,65,3,95,1,1
2011-02-19,72,32,14,0,1
2011-02-01,108,5,43,0,8
2011-02-19,65,5,56,4,2
2011-01-27,155,23,62,0,5
2011-02-14,116,15,80,0,1
2011-02-22,66,19,29,0,8
2011-01-31,231,31,74,0,2
2011-01-25,107,5,8,0,3
2011-02-16,98,0,57,0,2
2011-01-11,65,6,15,0,2
2011-02-26,127,27,81,0,7
2011-02-18,74,24,87,0,7
2011-01-19,116,34,82,2,1
2011-01-09,198,1,58,0,2
2011-01-09,92,30,64,3,9
2011-02-12,134,15,92,1,8
2011-02-05,92,14,65,0,3
2011-01-03,110,6,74,0,1
2011-02-06,71,27,9,3,2
2011-01-17,223,26,40,5,7
2011-01-28,61,29,62,1,6
2011-02-27,99,16,65,2,3
2011-02-27,95,14,88,0,2
2011-01-26,65,10,56,1,3
2011-01-29,61,31,63,0,2
2011-02-08,64,13,62,0,7
2011-02-07,109,23,45,0,4
2011-01-31,131,34,61,0,9
2011-01-24,78,4,78,0,3
2011-01-03,78,19,18,0,1
2011-01-02,81,21,78,0,1
2011-01-30,71,16,0,0,1
2011-01-03,66,13,43,0,2
2011-01-25,65,17,94,0,2
2011-01-27,104,5,27,1,2
2011-01-29,122,31,93,0,1
2011-02-07,119,35,9,4,2
2011-01-08,99,16,69,1,1
2011-02-27,139,5,56,0,2
2011-01-12,106,25,47,1,1
2011-01-26,153,25,5,0,1
2011-01-25,74,18,29,0,8
2011-02-15,82,0,88,0,1
2011-01-04,111,6,11,0,8
2011-02-14,74,22,94,3,2
2011-01-24,68,14,3,0,2
2011-02-28,66,24,68,0,8
2011-01-26,117,18,84,1,2
2011-02-23,68,31,30,2,3
2011-02-10,70,22,37,1,2
2011-01-06,109,17,47,0,1
2011-02-18,189,30,44,0,3
2011-02-26,67,9,80,0,1
2011-01-25,70,6,18,0,1
2011-01-13,65,32,89,0,2
2011-01-15,103,34,58,0,2
2011-01-01,63,22,46,0,2
2011-01-14,109,10,59,0,2
2011-02-27,185,7,47,2,2
2011-01-21,93,15,42,0,3
2011-01-23,72,18,59,3,2
2011-01-22,111,13,83,0,6
2011-01-03,126,10,22,0,6
2011-02-22,208,22,92,0,3
2011-02-07,130,7,31,0,2
2011-01-06,65,1,74,0,1
2011-01-09,65,23,95,0,3
2011-02-05,102,3,46,0,3
2011-01-24,72,11,3,0,1
2011-02-05,79,19,8,3,6
2011-01-24,116,6,44,1,1
2011-01-22,121,27,58,0,2
2011-02-04,139,34,61,0,1
2011-01-17,93,6,3,0,1
2011-02-17,116,0,55,2,2
2011-01-20,97,7,43,0,1
2011-01-26,196,26,57,0,1
2011-01-01,63,27,74,0,2
2011-02-09,135,30,50,1,1
2011-02-27,66,35,75,0,4
2011-01-31,66,21,31,0,3
2011-02-01,136,28,87,0,1
2011-02-19,67,29,39,0,2
2011-02-27,103,6,28,0,2
2011-01-17,62,34,36,0,2
2011-02-18,129,8,56,3,1
2011-02-26,66,21,31,0,6
2011-01-24,71,11,79,0,1
2011-01-11,116,0,8,2,8
2011-02-05,91,4,92,0,1
2011-02-28,73,9,94,0,2
2011-02-04,64,6,12,0,1
2011-01-06,89,6,6,0,1
2011-02-11,65,3,89,1,8
2011-01-29,132,21,71,0,2
2011-02-26,61,2,39,0,4
2011-01-08,126,12,4,0,2
2011-02-05,63,0,73,0,3
2011-01-27,101,14,35,3,3
2011-01-02,63,4,8,2,2
2011-01-20,139,18,98,0,1
2011-01-02,114,35,9,0,1
2011-01-04,78,7,65,3,6
2011-02-07,66,31,44,0,1
2011-02-05,129,24,50,0,2
2011-01-02,80,2,58,0,9
2011-02-11,72,15,57,0,2
2011-01-04,87,15,26,0,2
2011-02-26,107,12,25,0,2
2011-01-10,73,18,5,0,4
2011-01-14,65,12,38,0,1
2011-02-24,96,31,34,0,1
2011-02-04,69,16,46,0,8
2011-01-09,82,26,19,3,8
2011-01-31,119,34,74,2,2
2011-01-30,61,10,18,1,2
2011-02-28,61,16,49,3,4
2011-01-01,296,12,17,0,9
2011-02-23,98,3,70,0,8
2011-02-25,133,0,29,1,2
2011-02-03,82,7,77,0,7
2011-01-19,66,22,55,0,3
2011-02-06,66,5,46,0,2
2011-01-24,283,16,43,0,1
2011-02-14,109,35,20,1,1
2011-02-23,118,22,42,1,3
2011-01-28,66,7,61,0,1
2011-01-17,72,16,48,2,1
2011-02-01,92,24,95,4,1
2011-01-17,72,1,73,0,6
2011-02-04,62,6,77,0,1
2011-02-07,77,17,54,0,9
2011-02-16,66,14,84,0,3
2011-02-10,125,8,61,0,3
2011-02-23,101,21,18,0,9
2011-01-04,76,17,44,0,1
2011-01-31,99,4,64,0,1
2011-01-17,122,1,18,3,2
2011-01-28,71,0,26,0,9
2011-01-25,99,2,11,0,3
2011-02-12,124,4,34,0,3
2011-02-10,99,1,50,0,9
2011-02-05,102,3,46,0,3
2011-01-31,68,15,43,0,4
2011-01-06,80,28,85,0,2
2011-02-06,74,3,38,0,5
2011-01-04,119,7,42,0,1
2011-02-14,64,2,68,0,1
2011-01-06,112,21,40,0,1
2011-02-24,62,30,32,0,1
2011-01-14,210,7,24,2,1
2011-01-08,70,35,74,0,1
2011-01-05,97,0,40,0,1
2011-01-06,70,3,52,0,2
2011-02-26,85,7,6,0,2
2011-02-21,71,31,70,0,3
2011-02-04,126,19,39,0,1
2011-01-22,112,13,13,0,1
2011-02-23,69,31,5,0,1
2011-01-23,102,11,81,0,4
2011-02-20,119,5,46,2,1
2011-02-02,136,31,75,4,3
2011-02-26,97,10,52,1,2
2011-01-11,72,6,14,0,3
2011-02-28,67,0,71,0,1
2011-01-05,77,13,40,0,1
2011-01-30,61,22,93,0,3
2011-01-31,65,19,54,2,1
2011-02-01,157,2,17,0,7
2011-02-20,109,27,58,0,3
2011-02-21,109,21,22,0,2
2011-01-17,90,14,36,0,1
2011-01-16,83,3,72,3,1
2011-02-08,72,0,45,0,4
2011-01-24,283,16,43,0,1
2011-02-06,123,33,15,0,2
2011-02-21,73,17,44,0,7
2011-01-20,82,10,86,0,1
2011-01-23,118,18,9,0,3
2011-02-25,66,6,27,0,1
2011-01-14,65,23,73,0,1
2011-01-20,107,21,65,0,1
2011-01-20,87,23,73,1,5
2011-01-21,81,22,26,0,1
2011-01-23,61,18,96,0,1
2011-01-18,102,24,11,0,2
2011-01-19,90,3,76,0,7
2011-02-26,84,11,32,0,6
2011-02-28,99,35,15,0,1
2011-02-05,63,21,40,0,2
2011-01-28,99,12,28,0,1
2011-01-23,81,15,22,3,2
2011-02-16,112,35,81,1,3
2011-02-09,64,29,72,0,6
2011-01-23,69,26,52,2,6
2011-01-23,103,10,10,0,5
2011-02-04,244,10,99,0,1
2011-01-16,72,4,61,1,4
2011-02-17,107,29,29,0,9
2011-01-31,70,24,10,0,1
2011-01-06,70,20,44,0,1
2011-01-09,62,31,90,0,2
2011-02-11,61,5,90,0,2
2011-01-18,124,23,30,0,7
2011-02-19,63,20,13,3,1
2011-02-27,62,2,88,2,2
2011-01-27,70,34,77,0,1
2011-02-15,74,19,52,0,1
2011-01-25,102,31,15,1,1
2011-02-11,107,13,57,0,3
2011-01-16,114,20,87,0,1
2011-02-02,106,7,39,0,6
2011-01-15,90,1,69,0,1
2011-01-20,62,0,59,0,2
2011-02-13,65,35,37,0,1
2011-02-28,69,31,76,4,3
2011-01-24,89,8,7,2,1
2011-01-01,68,16,27,0,7
2011-02-03,92,29,19,0,1
2011-01-19,109,24,27,1,9
2011-01-09,71,6,46,0,1
2011-02-03,66,31,0,0,1
2011-02-08,112,25,86,0,2
2011-02-16,130,15,5,0,2
2011-02-06,194,13,83,0,3
2011-02-07,64,33,98,0,1
2011-01-12,61,21,11,1,2
2011-01-02,74,28,72,0,2
2011-01-10,70,21,50,0,3
2011-02-25,64,28,43,0,7
2011-01-15,69,25,96,0,1
2011-01-28,94,3,38,0,1
2011-01-20,118,15,56,0,1
2011-02-24,121,2,18,0,1
2011-01-31,119,34,74,2,2
2011-01-31,124,4,58,0,8
2011-01-15,64,34,59,1,2
2011-02-08,61,25,45,0,2
2011-01-10,62,13,8,0,5
2011-01-07,102,28,11,0,1
2011-01-23,74,22,50,0,3
2011-01-18,119,33,58,1,3
2011-02-24,64,0,60,3,4
2011-02-27,72,12,46,0,1
2011-02-28,79,17,36,0,1
2011-01-18,137,2,40,0,5
2011-02-23,70,29,30,0,1
2011-02-08,96,35,30,1,1
2011-01-21,114,24,10,3,9
2011-01-27,102,32,62,0,2
2011-01-06,83,0,10,0,5
2011-02-18,78,23,93,1,1
2011-02-25,102,0,42,0,4
2011-01-24,70,16,96,0,1
2011-01-27,64,34,23,0,1
2011-02-20,63,2,88,0,1
2011-02-04,71,34,4,1,8
2011-02-23,63,30,6,1,1
2011-02-25,64,23,6,0,6
2011-02-07,69,8,36,0,6
2011-02-27,92,5,38,0,8
2011-01-21,63,3,65,0,5
2011-02-04,79,1,49,0,2
2011-02-12,62,32,45,0,1
2011-02-10,133,4,58,0,8
2011-01-25,80,17,1,0,1
2011-01-22,89,25,39,1,7
2011-01-09,139,7,26,0,3
2011-02-10,63,28,40,1,2
2011-01-19,87,14,12,0,9
2011-01-19,89,19,13,0,1
2011-02-11,137,30,77,0,5
2011-02-23,67,6,29,0,1
2011-01-23,86,22,30,0,3
2011-01-04,180,15,38,3,2
2011-01-11,85,4,49,0,2
2011-02-01,64,19,39,1,1
2011-01-14,109,10,59,0,2
2011-02-03,61,34,11,2,3
2011-02-11,106,34,39,0,1
2011-02-19,65,1,96,0,1
2011-02-02,113,8,58,0,2
2011-02-19,113,5,76,1,2
2011-02-05,102,3,46,0,3
2011-01-03,67,17,63,0,1
2011-01-23,65,12,45,0,5
2011-01-01,69,6,59,0,2
2011-01-01,79,21,53,1,7
2011-01-18,73,8,34,0,1
2011-01-02,108,3,44,0,3
2011-02-04,63,3,41,1,1
2011-02-11,71,31,41,0,1
2011-02-23,66,4,3,0,1
2011-02-20,112,0,77,0,1
2011-01-02,118,2,52,0,8
2011-01-21,118,1,59,0,2
2011-01-12,118,12,45,0,3
2011-01-30,112,24,50,0,8
2011-01-11,106,18,95,0,2
2011-02-14,66,31,61,3,7
2011-01-27,63,4,52,0,2
2011-02-03,115,10,78,0,3
2011-01-21,63,2,43,5,1
2011-01-05,235,12,49,0,6
2011-02-14,69,21,56,0,5
2011-01-01,116,23,81,0,2
2011-01-03,71,10,44,0,2
2011-02-07,101,6,15,0,3
2011-02-18,136,15,30,0,2
2011-02-07,101,23,26,0,3
2011-01-02,66,11,71,0,1
2011-02-12,65,23,50,0,8
2011-02-15,107,9,96,2,1
2011-02-23,78,14,23,1,1
2011-02-15,81,3,26,0,9
2011-02-22,73,33,8,0,2
2011-01-20,98,19,12,1,1
2011-01-03,87,31,86,1,2
2011-02-16,67,20,55,1,2
2011-02-22,72,33,13,1,3
2011-01-30,112,16,4,0,5
2011-01-01,80,4,98,0,1
2011-01-09,62,23,53,0,2
2011-01-15,112,15,29,3,7
2011-02-15,83,17,21,1,4
2011-01-17,62,15,11,0,6
2011-01-16,69,5,85,1,2
2011-02-26,67,15,91,3,1
2011-01-31,119,10,71,0,4
2011-02-04,96,5,20,0,3
2011-01-30,72,8,54,0,2
2011-01-15,76,8,77,0,2
2011-01-15,186,12,28,0,1
2011-01-31,184,10,62,0,1
2011-01-28,62,15,7,0,2
2011-01-06,74,19,71,0,3
2011-01-07,106,34,36,1,2
